,Cleaned_name,Item_desp,Service_desp,pay_num,order_num
1052,Department of social development,PPE019 Surface sanitisers and disinfectants,Surface sanitizer gel 70% alcohol,32000,32000.0
1053,Department of social development,PPE019 Surface sanitisers and disinfectants,surface sanitizer 20L,0,36100.0
1054,Department of social development,PPE020 Hand sanitisers and disinfectants,0,50700,677672.9
1055,Department of social development,PPE020 Hand sanitisers and disinfectants,1L Pump/ Spray surface sanitizer gel filled with 70% alcohol,2880,2880.0
1056,Department of social development,PPE020 Hand sanitisers and disinfectants,20L Hand sanitizer,159600,159600.0
1057,Department of social development,PPE020 Hand sanitisers and disinfectants,Alcohol  free hand sanitizers for 9 provinces,6716000,6716000.0
1058,Department of social development,PPE020 Hand sanitisers and disinfectants,Hand sanitiser 70%alcohol,495600,495600.0
1059,Department of social development,PPE020 Hand sanitisers and disinfectants,Hand sanitiser 70%alcohol for dsd officials,196100,196100.0
1060,Department of social development,PPE020 Hand sanitisers and disinfectants,Plastic Hand Pump/ Spray filled with sanitzing gel 70% alcohol,47500,47500.0
1061,Department of social development,PPE020 Hand sanitisers and disinfectants,Plastic Hand Pump500ML,0,9000.0
1062,Department of social development,PPE020 Hand sanitisers and disinfectants,Waterless sanitizer 5L,0,256650.0
1063,Department of social development,PPE021 Sanitising of buildings,0,139473,305384.45
1064,Department of social development,PPE021 Sanitising of buildings,Decontimination of Department of Social Development,177963,422625.0
1065,Department of social development,PPE021 Sanitising of buildings,Deep Cleaning Saniziting & Disinfecting Government Offices,29012,90746.37
1066,Department of social development,PPE021 Sanitising of buildings,Deep Cleaning Saniziting & Disinfecting Offices,70114,57411.84
1067,Department of social development,PPE021 Sanitising of buildings,Deep Cleaning and Sanitation,137402,137402.06
1068,Department of social development,PPE021 Sanitising of buildings,Deep Cleaning of Offices,539015,110107.75
1069,Department of social development,PPE021 Sanitising of buildings,Sanitizing of the buildings  on monthly basis,478819,478818.6
1070,Department of social development,PPE025 Sanitising spray bottles,0,38942,39563.04
1071,Department of social development,PPE025 Sanitising spray bottles,Plastic Hand Pump 500ml,0,7490.7
1072,Department of social development,PPE026 Automated sanitiser dispensers,5 LITRE SANITIZING MACHINES,247500,247500.0
1073,Department of social development,PPE028 Sanitiser refil for dispensers,0,187850,187849.72
1074,Eastern cape - health,ACCOMMODATION,0,336870,2985923.69
1075,Eastern cape - health,ACCOMMODATION  AND MEALS,0,0,30339.5
1076,Eastern cape - health,ACCOMMODATION MONTHLY RENTAL FOR HEALTH PROFESSIONALS,0,0,154911.0
1077,Eastern cape - health,"ADMINISTRATION SET,INTRAVENOUS",0,0,28106.0
1078,Eastern cape - health,ANAESTHESIA SET,0,0,1380915.54
1079,Eastern cape - health,ANAESTHETIC MACHINE,0,0,10071359.79
1080,Eastern cape - health,"ANALYSER,BLOOD GAS",0,0,6073221.4
1081,Eastern cape - health,"ANALYSER,BLOOD GAS (COVID-19)",0,0,488500.42
1082,Eastern cape - health,APRONS WHITE PLASTIC,0,0,29950.0
1083,Eastern cape - health,AUTOCLAVE,0,0,2684529.3
1084,Eastern cape - health,Apron,0,0,960.0
1085,Eastern cape - health,BAG,0,0,1474000.0
1086,Eastern cape - health,BASE PLATE INSULATED,0,0,66500.0
1087,Eastern cape - health,BATTERY PACK ÄULTRA SUCTION UNIT MOBILE BATTERY OPERATED,0,0,349566.75
1088,Eastern cape - health,"BATTERY,NON RECHARGEABLE LITHIUM REPLACEMENT KIT",0,0,20299.12
1089,Eastern cape - health,BED HIGH/LOW ADJUSTABLE,0,0,25169.28
1090,Eastern cape - health,"BED,MEDICAL",0,0,1812078.7
1091,Eastern cape - health,"BED,MEDICAL EXAMINATION ADJUSTABLE",0,0,143259.6
1092,Eastern cape - health,BEDPAN .,0,174954,259190.4
1093,Eastern cape - health,BEDPAN STAINLESS STEEL,0,0,37375.0
1094,Eastern cape - health,"BLOCKER,ENDOBRONCHIAL 2-L 35FR L,116100-000350",0,11625,22355.42
1095,Eastern cape - health,BOOK,0,0,5639.7
1096,Eastern cape - health,BOX,0,0,502908.0
1097,Eastern cape - health,"BRACKET,MOUNTING",0,0,3600.0
1098,Eastern cape - health,"BRACKET,MOUNTING WALL",0,0,47299.7
1099,Eastern cape - health,BUCKET,0,0,2691.96
1100,Eastern cape - health,BUFFING AND POLISHING MACHINE,0,0,32661.0
1101,Eastern cape - health,BUILDING,0,76943,88113.99
1102,Eastern cape - health,CABINET,0,0,10110.21
1103,Eastern cape - health,"CABINET,MEDICAL",0,0,8563.96
1104,Eastern cape - health,"CABINET,MEDICAL  MEDICINE;MOBILE",0,0,188432.58
1105,Eastern cape - health,"CANNULA,INTRA UTERINE",0,0,471689.96
1106,Eastern cape - health,"CANNULA,INTRAVENOUS JELCO GREY 16G",0,0,48000.0
1107,Eastern cape - health,"CANNULA,NASAL,OXYGEN",0,0,52409.99
1108,Eastern cape - health,"CANNULA,NASAL,OXYGEN INFANT CODE 1601 SALTER LABS",0,0,47300.0
1109,Eastern cape - health,"CAP,BREATHING CIRCUIT",0,0,467675.1
1110,Eastern cape - health,CARDIAC UNIT,0,0,627696.9
1111,Eastern cape - health,CARDIOSCOPE,0,0,3524117.0
1112,Eastern cape - health,"CASSETTE,X-RAY",0,0,191248.88
1113,Eastern cape - health,CATERING,0,0,1925943.7
1114,Eastern cape - health,"CATHETER,ARTERIAL",0,0,41978.0
1115,Eastern cape - health,"CATHETER,EMBOLECTOMY",0,0,79350.0
1116,Eastern cape - health,"CATHETER,PACING",0,0,28057.7
1117,Eastern cape - health,"CATHETER,URETHRAL",0,0,25495.0
1118,Eastern cape - health,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 3",0,0,39675.0
1119,Eastern cape - health,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 5",0,0,39675.0
1120,Eastern cape - health,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 6",0,0,39675.0
1121,Eastern cape - health,CHAIR,0,0,24150.0
1122,Eastern cape - health,"CHAMBER,MEDICAL",0,0,86000.0
1123,Eastern cape - health,"CIRCUIT,ANAESTHETIC",0,0,26060.0
1124,Eastern cape - health,"CIRCUIT,C P A P PAEDIATRIC",0,0,268750.0
1125,Eastern cape - health,"CIRCUIT,VENTILATOR,MEDICAL",0,0,1298498.9
1126,Eastern cape - health,CLEANER,0,0,12650.0
1127,Eastern cape - health,CLEANING  LAUNDRY SERVICES,0,0,117720.0
1128,Eastern cape - health,CLOTH,0,0,7816.0
1129,Eastern cape - health,"COT,HOSPITAL  CHILD",0,0,10767.02
1130,Eastern cape - health,COUCH,0,0,15021.87
1131,Eastern cape - health,"CUP,DISPOSABLE CUPS FOAM WITH LIDS 175 ML",0,0,12000.0
1132,Eastern cape - health,CYLINDER,0,560036,1426975.61
1133,Eastern cape - health,"CYLINDER,LAB OXYGEN MEDICAL CYLINDER 10.2KG",0,67037,438886.46
1134,Eastern cape - health,Cleaning,0,2353965,5328936.61
1135,Eastern cape - health,DESK OFFICE,0,0,30475.0
1136,Eastern cape - health,DIAGNOSTIC KIT,0,0,288397.23
1137,Eastern cape - health,DIAGNOSTIC KIT DIAGNOSTIC SET WALL MOUNTED WELCH ALLYN 767,0,0,307623.7
1138,Eastern cape - health,DIAPER (NAPPY),0,0,30400.0
1139,Eastern cape - health,DIETARY SUPPLEMENT,0,0,58512.0
1140,Eastern cape - health,"DISINFECTANT ,5LT",0,0,3105.0
1141,Eastern cape - health,DISINFECTANT SANITIZER 1LRT COVID-19,0,0,6693000.0
1142,Eastern cape - health,DISPENSER,0,0,2567435.05
1143,Eastern cape - health,DRAINAGE SET,0,0,96876.0
1144,Eastern cape - health,"DRAINAGE SET CYCLER CASSETTE AND TUBING,5C 4469",0,0,137915.7
1145,Eastern cape - health,DRAINAGE SYSTEM,0,0,206730.0
1146,Eastern cape - health,Disinfectant,0,0,29976.96
1147,Eastern cape - health,ELECTRICAL PAYMENT FOR ELECTRICITY,0,0,23000.0
1148,Eastern cape - health,ELECTROCARDIOGRAPH (ECG),0,0,1985602.3
1149,Eastern cape - health,"ELECTROCARDIOGRAPH (ECG) , CARDIO, TOCOGRAMME",0,0,320257.77
1150,Eastern cape - health,ELECTROCARDIOGRAPH (ECG) .,0,0,611804.94
1151,Eastern cape - health,"ELECTRODE,MEDICAL",0,0,55786.5
1152,Eastern cape - health,"ELECTRODE,MEDICAL ECG ELECTRODES ADULT",0,0,27030.0
1153,Eastern cape - health,"EXTENSION SET,INTRAVENOUS",0,0,402.5
1154,Eastern cape - health,FEES,0,0,59618.42
1155,Eastern cape - health,FILE  RING PLASTIC ALL COLOURS,0,0,1248.0
1156,Eastern cape - health,FILTER PARTICLE,0,0,788.0
1157,Eastern cape - health,"FILTER,BACTERIA",0,0,1271.67
1158,Eastern cape - health,"FILTER,MEDICAL HYDRPHOBIC DISPOSABLE",0,0,788.0
1159,Eastern cape - health,"FORM,PRINTED;81/103506;Z1",0,0,1341.5
1160,Eastern cape - health,FRIDGE,0,0,7592.35
1161,Eastern cape - health,FUMIGATION,0,0,1328043.7
1162,Eastern cape - health,FURNACE HEAVY FURNACE OIL,0,3687875,3959658.14
1163,Eastern cape - health,GAS REFILLING SYSTEM,0,18139,23382.45
1164,Eastern cape - health,"GAS,MEDICAL",0,1893630,9070595.16
1165,Eastern cape - health,"GAS,MEDICAL (COVID-19)",0,2964076,17202928.55
1166,Eastern cape - health,"GEL,PROTECTIVE SKIN CARE",0,0,402860.0
1167,Eastern cape - health,"GLOVES,SURGEONS",0,0,18538.74
1168,Eastern cape - health,"GLOVES,SURGEONS POWDER FREE SIZE 6.0",0,37728,94320.0
1169,Eastern cape - health,"GLOVES,SURGEONS STERILE POWDER FREE SIZE 6.5",0,0,449424.0
1170,Eastern cape - health,"GLOVES,SURGEONS VULCO POWDER FREE SIZE 7.0",0,328307,1500840.0
1171,Eastern cape - health,"GLOVES,SURGEONS VULCO POWDER FREE SIZE 7.5",0,561780,1123560.0
1172,Eastern cape - health,"GLOVES,SURGEONS VULCO POWDER FREE SIZE 8.0",0,59233,94320.0
1173,Eastern cape - health,GOWN ISOLATION (COVID-19),0,27601300,32190940.0
1174,Eastern cape - health,"GOWN SURGEON GOWN STERILE, X-LARGE, BLUE",0,0,201250.0
1175,Eastern cape - health,HIRE A TENT,0,0,491338.5
1176,Eastern cape - health,HIRE OF CAR,0,415546,1706578.7
1177,Eastern cape - health,HIRE OF GAS CYLINDERS,0,13426,70487.99
1178,Eastern cape - health,"HUMIDIFIER,MEDICAL",0,0,213082.35
1179,Eastern cape - health,Human resources-services,NURSING,0,636500.0
1180,Eastern cape - health,Human resources-services,PERSONEL AGENCY,0,225000.0
1181,Eastern cape - health,"IMPLANT SURGICAL,IMPLANTS AND PROSTHESIS",0,0,3166172.24
1182,Eastern cape - health,INCUBATOR,0,0,2812237.2
1183,Eastern cape - health,INCUBATOR INFANT DRAGER,0,0,460656.9
1184,Eastern cape - health,INSUFFLATION SET 116100-000390 2-L BRONCHIAL 39FR,0,16990,33533.13
1185,Eastern cape - health,INTENSIVE CARE UNIT,0,0,501246.9
1186,Eastern cape - health,JACKET,0,0,18068.8
1187,Eastern cape - health,LABORATORY,0,7082400,16000000.0
1188,Eastern cape - health,LABOUR REPAIRS,0,0,129084.56
1189,Eastern cape - health,LAMP LIGHT EXAMINATION SINGLE,0,0,824700.87
1190,Eastern cape - health,LAUNDRY,0,0,621200.0
1191,Eastern cape - health,"LID,CUP",0,0,7800.0
1192,Eastern cape - health,"LIGHT,MEDICAL",0,0,2002140.5
1193,Eastern cape - health,LOCKER,0,0,192724.25
1194,Eastern cape - health,"LOGGER,DATA",0,0,102396.0
1195,Eastern cape - health,Laryngoscope,0,0,192874.63
1196,Eastern cape - health,"MASK,MEDICAL",0,0,20709858.4
1197,Eastern cape - health,"MASK,MEDICAL K N95(COVID-19)",0,0,12869500.0
1198,Eastern cape - health,"MASK,MEDICAL RESPIRATOR N95 HALYARD",0,3453459,6435000.0
1199,Eastern cape - health,MATTRESS,0,0,27025.0
1200,Eastern cape - health,MAYONNAISE  MAYONAISE,0,0,2340.0
1201,Eastern cape - health,MEDICAL,0,0,22648.06
1202,Eastern cape - health,MEDICAL EQUIPMENT SET,0,0,7485488.970000001
1203,Eastern cape - health,MEDICAL EQUIPMENT SET INFANT/CHILD REPLACEMENT     REDUCED ENERGY DEFIBRILATION ELECT,0,0,181286.0
1204,Eastern cape - health,MEDICAL EQUIPMENT SET ULTRASONIC NUBERLISER,0,0,1255713.84
1205,Eastern cape - health,MEDICAL INSTRUMENT,0,0,29828.54
1206,Eastern cape - health,"METER,FLOW",0,0,121790.0
1207,Eastern cape - health,"METER,FLOW  , DOUBLE",0,0,121790.0
1208,Eastern cape - health,"METER,FLOW , SINGLE",0,0,274228.0
1209,Eastern cape - health,MONITOR,0,0,1932194.67
1210,Eastern cape - health,"MONITOR,MEDICAL",0,0,4590900.14
1211,Eastern cape - health,"MONITOR,MEDICAL CARDIAC",0,0,214011.91
1212,Eastern cape - health,"MONITOR,MEDICAL VITAL SIGN",0,0,912882.2
1213,Eastern cape - health,"MONITOR,MEDICAL VITAL SIGNS MONITOR, NIBP,PULSE,MAP,NELLCOROXIMAX PULSE OXIMETRY AND TEMPRETURE-ADULT,PAED,NEONATE 53NTO-E2: COMPLETE",0,0,2070318.0
1214,Eastern cape - health,MOP,0,0,53949.2
1215,Eastern cape - health,"NEEDLE,HYPODERMIC",0,0,43890.0
1216,Eastern cape - health,"OIL,LUBRICATING",0,721,2712.6
1217,Eastern cape - health,"OVEN,MICROWAVE",0,0,11865.0
1218,Eastern cape - health,OXIMETER  PULSE WITH FINGER PORBE WITH LCD SCREEN AND WAVEFORM - MAINS & BATTERY OPERATIVE,0,0,5049.97
1219,Eastern cape - health,OXIMETER PULSE,0,0,275783.82
1220,Eastern cape - health,OXYGEN,0,0,139683.74
1221,Eastern cape - health,OXYGEN  10.2 KG,0,0,364440.36
1222,Eastern cape - health,OXYGEN CYLINDER RENTAL,0,0,3680.1
1223,Eastern cape - health,OXYGEN MEDICAL 4.6 KG,0,0,6228.4
1224,Eastern cape - health,OXYGEN MEDICAL BULK,0,1127647,3545638.77
1225,Eastern cape - health,OXYGEN MEDICAL CYLINDER 0.47KG PIN INDEX,0,0,1837.5
1226,Eastern cape - health,Other,"BAG,DRAINAGE COLLECTION B3052 (BX/10)",0,4025.0
1227,Eastern cape - health,Other,BAND,0,5152.0
1228,Eastern cape - health,Other,BANDAGE,0,52260.0
1229,Eastern cape - health,Other,BASIN,0,9960.0
1230,Eastern cape - health,Other,BASIN SPRINGBOKWHITEVAAL,0,17375.0
1231,Eastern cape - health,Other,BATTERY PACK,0,29945.0
1232,Eastern cape - health,Other,BATTERY PACK ÄULTRA SUCTION UNIT MOBILE BATTERY OPERATED,0,349566.75
1233,Eastern cape - health,Other,"BED,MEDICAL",0,249660.5
1234,Eastern cape - health,Other,"BLADE,MEDICAL",0,78458.75
1235,Eastern cape - health,Other,"BLOCKER,ENDOBRONCHIAL 2-L 35FR L,116100-000350",0,22355.42
1236,Eastern cape - health,Other,"BLOODLINE,VENOUS",0,129375.0
1237,Eastern cape - health,Other,Bleach,0,29600.0
1238,Eastern cape - health,Other,Bucket,0,2691.96
1239,Eastern cape - health,Other,CABINET,0,10110.21
1240,Eastern cape - health,Other,"CABINET,MEDICAL  MEDICINE;MOBILE",0,188432.58
1241,Eastern cape - health,Other,"CANNULA,MANUAL VACUUM ASPIRATION",0,9261.0
1242,Eastern cape - health,Other,CARDIAC UNIT,0,627696.9
1243,Eastern cape - health,Other,CARDIOSCOPE,0,3524117.0
1244,Eastern cape - health,Other,"CATHETER,EMBOLECTOMY",0,34500.0
1245,Eastern cape - health,Other,"CATHETER,URETHRAL",0,23550.0
1246,Eastern cape - health,Other,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 3",0,34500.0
1247,Eastern cape - health,Other,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 5",0,34500.0
1248,Eastern cape - health,Other,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 6",0,34500.0
1249,Eastern cape - health,Other,"CATHETER,URINAL",0,29156.27
1250,Eastern cape - health,Other,"CHAIR , PLASTIC",0,2470.0
1251,Eastern cape - health,Other,"CIRCUIT,VENTILATOR,MEDICAL",0,163717.45
1252,Eastern cape - health,Other,CYLINDER,0,4035.13
1253,Eastern cape - health,Other,"DRAPE,SURGICAL  OPTHALMIC DRAPE 1024",0,89700.0
1254,Eastern cape - health,Other,ELECTROCARDIOGRAPH (ECG),0,279838.3
1255,Eastern cape - health,Other,"ELECTROCARDIOGRAPH (ECG)  MACHINE,  ELECTROCARDIOGRAPH",0,140760.98
1256,Eastern cape - health,Other,FILTER PARTICLE,0,788.0
1257,Eastern cape - health,Other,"FILTER,BACTERIA",0,1271.67
1258,Eastern cape - health,Other,"FILTER,MEDICAL HYDRPHOBIC DISPOSABLE",0,788.0
1259,Eastern cape - health,Other,Fridge,0,52470.0
1260,Eastern cape - health,Other,"GAS,MEDICAL",0,1211472.07
1261,Eastern cape - health,Other,"GEL,PROTECTIVE SKIN CARE",0,402860.0
1262,Eastern cape - health,Other,"HANDLE,MEDICAL FOR TUNNELLING TUBES",0,15220.02
1263,Eastern cape - health,Other,"IMPLANT MEDIUM PRESSURE DOUBLE DOMED SHUNT, 53CM (27409GM)",0,343596.12
1264,Eastern cape - health,Other,INFUSION BLOODLINE V685 VENOUS,0,129375.0
1265,Eastern cape - health,Other,INSUFFLATION SET 116100-000390 2-L BRONCHIAL 39FR,0,33533.13
1266,Eastern cape - health,Other,"KETTLE , ELECTRIC",0,402.5
1267,Eastern cape - health,Other,LAMP LIGHT EXAMINATION SINGLE,0,824700.87
1268,Eastern cape - health,Other,"LIGHT,MEDICAL",0,3529525.95
1269,Eastern cape - health,Other,Laryngoscope,0,192874.63
1270,Eastern cape - health,Other,MEDICAL EQUIPMENT SET ULTRASONIC NUBERLISER,0,1255713.84
1271,Eastern cape - health,Other,MEDICAL INSTRUMENT,0,29828.54
1272,Eastern cape - health,Other,MEDICAL INSTRUMENT MULTIBIC WITH POTASSIUM,0,50025.0
1273,Eastern cape - health,Other,MEDICAL INSTRUMENT MULTIBIC WITHOUT POTASSIUM,0,16675.0
1274,Eastern cape - health,Other,"METER,FLOW  , DOUBLE",0,121790.0
1275,Eastern cape - health,Other,"METER,FLOW , SINGLE",0,121790.0
1276,Eastern cape - health,Other,MONITOR,0,175039.4
1277,Eastern cape - health,Other,"MONITOR,MEDICAL",0,1321652.4
1278,Eastern cape - health,Other,"OVEN,MICROWAVE",0,1083.3
1279,Eastern cape - health,Other,OXYGEN,0,1999996.74
1280,Eastern cape - health,Other,OXYGEN  10.2 KG,0,110560.52
1281,Eastern cape - health,Other,PADDING CAST SPLINT,0,61800.0
1282,Eastern cape - health,Other,PAN BED (AUTOCLAVE POLYPROPALENE),0,13950.0
1283,Eastern cape - health,Other,PILLOW,0,29640.0
1284,Eastern cape - health,Other,PROBE,0,1181.5
1285,Eastern cape - health,Other,"PROBE,MEDICAL ASPIRATION",0,1181.5
1286,Eastern cape - health,Other,"PROBE,MEDICAL CONNECTOR",0,1181.5
1287,Eastern cape - health,Other,RACK,0,2055.66
1288,Eastern cape - health,Other,REFILLING GAS,0,290555.0
1289,Eastern cape - health,Other,SCALE BUILD IN,0,1705764.0
1290,Eastern cape - health,Other,"SENSOR,MEDICAL",0,90302.01
1291,Eastern cape - health,Other,"SENSOR,MEDICAL :FLOW SENSOR NEONATAL (IFPVP CIRCUITINT136000347G",0,30100.68
1292,Eastern cape - health,Other,SERVICE;INSTALL GAS SUPPLY,0,194186.0
1293,Eastern cape - health,Other,SERVICE;REPAIR VENTILATOR,0,228193.5
1294,Eastern cape - health,Other,"SHUNT,MEDICINE",0,55418.7
1295,Eastern cape - health,Other,STAINLESS STEEL,0,1980.9
1296,Eastern cape - health,Other,"STAND,MEDICAL",0,42428.0
1297,Eastern cape - health,Other,"STAPLER,SKIN SURGICAL",0,92575.0
1298,Eastern cape - health,Other,"STAPLER,SURGICAL",0,92575.0
1299,Eastern cape - health,Other,"STAPLER,SURGICAL EEA 31 DISPOSABLE LOADING UNIT",0,92575.0
1300,Eastern cape - health,Other,"STAPLER,SURGICAL INTRALUMINAL 33MM,CSC33",0,92575.0
1301,Eastern cape - health,Other,SUCTION SYSTEM TUBE WITH CANNULA REUSABLE,0,722.0
1302,Eastern cape - health,Other,SUCTION UNIT WALL SUCTION,0,102497.0
1303,Eastern cape - health,Other,"SYRINGE,MEDICAL",0,38415.0
1304,Eastern cape - health,Other,"SYRINGE,MEDICAL SYRINGE,HYPODERMIC",0,39790.0
1305,Eastern cape - health,Other,"TABLE,MEDICAL  CARDIAC",0,27810.0
1306,Eastern cape - health,Other,"TAPE,ADHESIVE,SURGICAL",0,84790.0
1307,Eastern cape - health,Other,"TAPE,SURGICAL",0,41700.0
1308,Eastern cape - health,Other,TEST STRIPS,0,96600.0
1309,Eastern cape - health,Other,"TRAY,MORTUARY MILSDSTEEL MORTUARY TRAY",0,25012.5
1310,Eastern cape - health,Other,TROLLEY,0,47357.8
1311,Eastern cape - health,Other,TROLLEY  EMERGENCY,0,19937.1
1312,Eastern cape - health,Other,"TROLLEY,MEDICAL",0,12302.9
1313,Eastern cape - health,Other,"TUBE,SURGICAL",0,459.5
1314,Eastern cape - health,Other,"TUBE,SURGICAL TUNNELLING WITH ATTACHMENT D 17MM 500MM",0,18307.2
1315,Eastern cape - health,Other,TUMBLE DRYER,0,54000.0
1316,Eastern cape - health,Other,ULTRASONIC EQUIPMENT,0,279693.8
1317,Eastern cape - health,Other,UNIT,0,297320.02
1318,Eastern cape - health,Other,URN ELECTRIC,0,15467.5
1319,Eastern cape - health,Other,VACUUM HOSE PROPBE,0,2559.0
1320,Eastern cape - health,Other,Washing Machine,0,81000.0
1321,Eastern cape - health,"PAD,DIATHERMY SCRATCH PADS",0,0,58765.0
1322,Eastern cape - health,"PAD,WRITING SELF STICK NOTE PAD (SMALL)",0,0,647.5
1323,Eastern cape - health,PADDING CAST SPLINT,0,0,61800.0
1324,Eastern cape - health,PAJAMAS,0,321944,1641689.0
1325,Eastern cape - health,PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-2XL,0,98544,1231800.0
1326,Eastern cape - health,PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-3XL,0,103704,285186.0
1327,Eastern cape - health,PAJAMAS ADULT PAJAMAS SET FLANNEL/WHITE-XL,0,90288,1128600.0
1328,Eastern cape - health,"PAPER,CARBON",0,0,1519.5
1329,Eastern cape - health,"PAPER,MEDICAL",0,0,21898.56
1330,Eastern cape - health,"PAPER,TOILET",0,0,124200.0
1331,Eastern cape - health,"PAPER,TOILET 1PLY 48",0,0,144168.0
1332,Eastern cape - health,"PARTS KIT,PLUMBING",0,0,26680.0
1333,Eastern cape - health,PEN PILOT BLACK,0,0,3475.0
1334,Eastern cape - health,PEST CONTROL,0,0,11972.1
1335,Eastern cape - health,PHOTOTHERAPY UNIT,0,0,110765.28
1336,Eastern cape - health,PLATE COVER INSULATED DOME,0,0,100000.0
1337,Eastern cape - health,"POLISH,FLOOR",0,0,29068.55
1338,Eastern cape - health,POST-IT FLAG  SIGN HERE,0,0,1558.5
1339,Eastern cape - health,PPE003 Respirator mask,"MASK,MEDICAL",0,429000.0
1340,Eastern cape - health,PPE004 Apron,0,0,79755.0
1341,Eastern cape - health,PPE015 Non-sterile examination gloves,0,0,581900.0
1342,Eastern cape - health,PPE015 Non-sterile examination gloves,"GLOVE,EXAMINATION",0,1353736.0
1343,Eastern cape - health,PPE016 Sterile examination or surgical gloves,0,0,1050000.0
1344,Eastern cape - health,PROBE,0,0,1181.5
1345,Eastern cape - health,"PROBE,LAB INLET PROBE BLOOD GAS ANALYSER",0,0,7349.12
1346,Eastern cape - health,"PROBE,MEDICAL",0,0,48098.0
1347,Eastern cape - health,"PROBE,MEDICAL ASPIRATION",0,0,1181.5
1348,Eastern cape - health,"PROBE,MEDICAL CONNECTOR",0,0,1181.5
1349,Eastern cape - health,"PUNCH,PAPER",0,0,5191.9
1350,Eastern cape - health,RACK,0,0,2055.66
1351,Eastern cape - health,RAINSUIT ANY TYPE/COLOUR,0,0,26344.0
1352,Eastern cape - health,REFILLING GAS,0,40638,757383.62
1353,Eastern cape - health,"REGULATOR,MEDICAL",0,0,29175.5
1354,Eastern cape - health,REMOVAL,0,75914,224925.0
1355,Eastern cape - health,SCALE BUILD IN,0,0,1705764.0
1356,Eastern cape - health,"SCISSORS,MEDICAL",0,0,2017.24
1357,Eastern cape - health,"SCREEN,BEDSIDE",0,0,13861.2
1358,Eastern cape - health,SCRUBBING MACHINE,0,0,108170.34
1359,Eastern cape - health,SEAL,0,0,642.85
1360,Eastern cape - health,SECURITY SERVICES,0,726711,968948.0
1361,Eastern cape - health,"SENSOR,MEDICAL",0,40082,300612.3
1362,Eastern cape - health,SERVICE; MAINTENANCE CONTRACT,0,0,1060346.9300000002
1363,Eastern cape - health,SERVICE; PAYMENT FOR WATER,0,6388710,6939951.12
1364,Eastern cape - health,SERVICE; REPAIR EQUIPMENT,0,0,1901804.08
1365,Eastern cape - health,SERVICE;REPAIR INCUBATOR,0,0,33216.49
1366,Eastern cape - health,SERVICE;REPAIR SCANNER,0,0,359949.43
1367,Eastern cape - health,SERVICE;REPAIR VENTILATOR,0,0,228193.5
1368,Eastern cape - health,"SHELF UNIT,OFFICE WALL UNIT",0,0,33925.0
1369,Eastern cape - health,"SHIELD,MEDICAL",0,0,98076.59999999999
1370,Eastern cape - health,SHIRT,0,0,4811.18
1371,Eastern cape - health,SHREDDER,0,0,10500.0
1372,Eastern cape - health,SKIRT  NAVY ALL SIZES,0,0,5115.72
1373,Eastern cape - health,SLEEVE TOP-DOWN MICROFIBRE FOR MOPPING TROLLEY,0,0,24997.5
1374,Eastern cape - health,SOFTWARE SUPPORT,0,275000,495000.0
1375,Eastern cape - health,"SOLUTION,CALCIUM NORMAL AFB9336 1.5 X 2L",0,0,2898.0
1376,Eastern cape - health,"SOLUTION,DIANEAL FLUID 2.5% AFB 9882, 2.5L (BX/4)",0,0,6654.0
1377,Eastern cape - health,"SOLUTION,DINEAL",0,0,220102.4
1378,Eastern cape - health,"SOLUTION,DINEAL DINEAL SOLUTION, AFB9876, 2,5 X 2L",0,0,282555.0
1379,Eastern cape - health,"SOLUTION,DINEAL FLUID 1.5%,500ML,AFB989",0,0,28026.88
1380,Eastern cape - health,"SOLUTION,DINEAL FLUID 2.5%,5000ML,AFB9914",0,0,63869.6
1381,Eastern cape - health,"SOLUTION,HAEMODIALYSIS",0,0,27758.4
1382,Eastern cape - health,"SOLUTION,PERITONEAL DIALYSIS",0,0,6294.32
1383,Eastern cape - health,"SOLUTION,PERITONEAL DIALYSIS SABAX DINEAL,AFB 5168",0,0,4969.2
1384,Eastern cape - health,"SOURCE,RADIOISOTOPE 10GBQ GENERATOR TECHNETIUM-99M",0,0,257599.68
1385,Eastern cape - health,SPATULA EGG LIFTER,0,0,537.4
1386,Eastern cape - health,SPLINT,0,0,12550.47
1387,Eastern cape - health,STAINLESS STEEL,0,0,1980.9
1388,Eastern cape - health,STAINLESS STEEL TRAY FOOD WITH LID,0,0,11850.0
1389,Eastern cape - health,STAND,0,0,224672.0
1390,Eastern cape - health,"STAND,MEDICAL",0,0,42428.0
1391,Eastern cape - health,"STAND,MEDICAL  DRIP",0,52152,120350.40000000001
1392,Eastern cape - health,STAPLES GIANT,0,0,3499.5
1393,Eastern cape - health,STOOL,0,0,34884.4
